Order,AlphaPop,FamilyNum,Population,Family,Dam,Sire,Rep,Treatment,TempTrt,WaterTrt,Block,Col,Row,GermDate,MinGermDay,MaxGermDay,Transplant,,LLL_0512,LLL_0515,LLL_0520,LLL_0523,LLL_0526,LLL_0529,LLL_0602,LLL_0605,LLL_0609,LLL_0612,Notes,UseForLLLGrowth,Height_0529,Height_0602,Height_0605,Height_0609,Height_0612,Height_0616,Height_0620,UseForHeightGrowth,,WiltStatus_0612,Flower Date,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,Flwr Notes,,LeafCollectionDate,UppTrichomeNo,LowTrichomeNo,Length_mm,LeafNotes1,LeafFW_g,LeafDW_g,LeafNotes2,LeafArea_cm2,,DiedFromStress,HarvestDate,NFlwr,Nbud,HarvestNotes,UseForBiomass,LeavesDW_g,ShootsDW_g,RootsDW_g,Notes,,,,,,,,,FlowerDate,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,FlwrNotes,,,,,,,,,,,,,
419,1,1,Cottonwood Creek,346a,,,A,Cool/Dry,Cool,Dry,MM7-5,G,4,red,9,9,N,,1.67,3.95,10.04,16.13,21.97,33.8,40.7,55.4,69.5,94.7,,TRUE,0,1,NA,6.5,12.8,20.2,30.4,TRUE,,turgid,,,,,,,,07-Jul,71,99,15.6,,0.241,0.0417,,,,FALSE,07-Jul,0,3,,TRUE,1.4000,1.9500,0.6997,,4.0497,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2,7,Sweetwater River,CUR7,AW1109,AW1111,A,Cool/Dry,Cool,Dry,MM7-5,H,4,plain,6,7,N,,2.26,5.05,10.95,16.1,21.66,38.9,33.6,60.9,80.5,96.8,,TRUE,0.5,NA,2.2,6,11.2,22.9,30.1,TRUE,,turgid,,,,,,,,07-Jul,144,173,35,,1.23,0.184,,,,FALSE,07-Jul,0,0,,TRUE,1.1100,2.5900,0.5863,,4.2863,,,,,,,,,,,,,,,,,,,,,,,,,,
539,3,5,Deep Creek,DPC5,JP0785,AA1535,B,Cool/Dry,Cool,Dry,MM7-5,I,4,plain,6,7,N,,0.81,2.37,6.03,9.51,12.44,15.9,14.5,27.9,37.3,36.5,,TRUE,0,0.6,NA,3.9,5.9,6.9,8,TRUE,,turgid,,,,,,,,07-Jul,10,14,3.6,,0.0196,0.0013,,,,FALSE,07-Jul,0,0,very small,FALSE,0.0081,0.0083,0.0069,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
541,4,1,Grade Road Palomar,GRP1,JP0987,JP0986,A,Cool/Dry,Cool,Dry,MM7-5,J,4,green,8,8,N,,1.32,3.61,8.53,14.32,19,31.8,30.7,52.9,65.9,67.2,,TRUE,0.5,NA,1.8,7.5,11.2,20.1,30.4,TRUE,,turgid,,,,,,,,07-Jul,21,31,12.2,,0.169,0.0184,,,,FALSE,07-Jul,2,4,,TRUE,0.5620,1.9500,0.3273,,2.8393,,,,,,,,,,,,,,,,,,,,,,,,,,
431,5,11,Hauser Creek,HAU11,AW1135,AW1130,A,Cool/Dry,Cool,Dry,MM7-5,K,4,no toothpick; germination,12,17,N,,0.48,2.42,8.44,14.89,22,32,28.9,46.9,60.1,69.1,,TRUE,0,1.9,NA,5.3,8.4,16.2,24.5,TRUE,,turgid,,,,,,,,07-Jul,71,64,11.7,,0.1692,0.0312,,,,FALSE,07-Jul,0,0,,TRUE,0.4500,0.7200,0.3732,,1.5432,,,,,,,,,,,,,,,,,,,,,,,,,,
495,6,3,Little Jameson,LIJ3,AA1379,AA1378,A,Cool/Dry,Cool,Dry,MM7-5,L,4,no toothpick; germination,12,17,N,,< 1,< 1,4.46,6.31,11.56,18.4,21,28.3,54.1,61.2,,TRUE,0,NA,0.5,2.9,5.5,11,19.3,TRUE,,turgid,,,,,,,,07-Jul,46,62,14.5,,0.172,0.0166,,,,FALSE,07-Jul,0,0,,TRUE,0.1480,0.2100,0.1010,,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,
525,7,3,Middle Yuba,MYU3,JP0619,JP0624,B,Cool/Dry,Cool,Dry,MM7-5,M,4,no toothpick; germination,12,17,N,,< 1,< 1,3.19,5.99,11.59,14.7,16.7,23,38.1,53.9,,TRUE,0,0.4,NA,2,5.8,9.5,15.5,TRUE,,turgid,,,,,,,,07-Jul,78,64,13.8,,0.2359,0.0316,,,,FALSE,07-Jul,0,0,,TRUE,0.2700,0.2100,0.1018,,0.5818,,,,,,,,,,,,,,,,,,,,,,,,,,
441,8,9,Mill Creek,MIL9,EH0057,EH0053,A,Cool/Dry,Cool,Dry,MM7-5,N,4,plain,6,7,N,,2.37,5.54,13.88,19.74,22.69,35.2,32.1,57.2,65.1,78.5,,TRUE,0.6,NA,2.1,4.8,6.9,12.9,20.8,TRUE,,turgid,,,,,,,,07-Jul,71,79,12.9,,0.194,0.0214,,,,FALSE,07-Jul,8,26,,TRUE,3.1300,4.3700,1.2520,,8.752,,,,,,,,-,3.91,36.54,11.75,38.1,,,,,,,,,,,,,,
505,9,1,North Fork Middle Tule,NMT1,AA1515,AA1517,A,Cool/Dry,Cool,Dry,MM7-5,A,5,no germination,NA,NA,Y,,< 1,< 1,2.64,5.82,10.26,14.2,15.7,28.6,45.1,52.5,transplanted,FALSE,0,0.4,NA,1,1.1,4.6,8.8,FALSE,,turgid,,,,,,,,02-Jul,48,44,10.4,,0.0597,0.0043,,,,FALSE,07-Jul,0,0,,TRUE,0.0506,0.0800,0.0185,,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,
557,10,5,Paradise Creek,PRD5,AA1429,AA1427,A,Cool/Dry,Cool,Dry,MM7-5,B,5,plain,6,7,N,,< 1,< 1,2.99,5.8,11.73,16.6,18.6,32.9,42.9,66.5,,TRUE,0,NA,0.3,4.8,5.4,12,20.6,TRUE,,turgid,,,,,,,,02-Jul,56,55,12.7,,0.1364,0.0214,,,,FALSE,07-Jul,0,0,,TRUE,0.2782,0.2800,0.0869,,0.6451,,,,,,,,,,,,,,,,,,,,,,,,,,
567,11,3,Rainbow Pool,RBW3,AA0563,AA0565,A,Cool/Dry,Cool,Dry,MM7-5,C,5,red,9,9,N,,< 1,1.88,6.65,13.45,19.23,25.6,23.8,37.5,56.8,68.9,,TRUE,0,0.5,NA,2.6,6.6,13.5,23.8,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,0,,TRUE,0.2493,0.2800,0.1079,,0.6372,,,,,,,,,,,,,,,,,,,,,,,,,,
451,12,5,Redwood Creek,RWD5,EH0006,EH0009,B,Cool/Dry,Cool,Dry,MM7-5,D,5,plain,6,7,N,,< 1,2.65,10.41,11.16,19.88,30.5,NA,NA,NA,NA,stakes changed from RWD6 to RWD5 B; sand fell through,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,NA,,,,sunk,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
393,13,9,Rock Creek,012aN1,,,A,Cool/Dry,Cool,Dry,MM7-5,E,5,red,9,9,N,,< 1,2.2,6.4,11.73,18.17,30.5,28,42.4,49.6,58,,TRUE,0.4,1.1,NA,3.4,7.7,14.1,24,TRUE,,turgid,,,,,,,,02-Jul,48,34,10,,0.14,0.0217,,,,FALSE,07-Jul,0,4,,TRUE,0.3700,0.3500,0.0835,,0.8035,,,,,,,,,,,,,,,,,,,,,,,,,,
401,14,5,Wawona,186aC2,,,A,Cool/Dry,Cool,Dry,MM7-5,F,5,no germination,NA,NA,Y,,< 1,1.2,5.82,10.42,18.85,25.1,28.3,29.1,38.6,46.8,transplanted,FALSE,0,NA,0.5,1.9,4.5,8.1,10.2,FALSE,,turgid,,,,,,,,02-Jul,54,38,11.9,,0.1785,0.0126,,,,FALSE,07-Jul,0,0,,TRUE,0.0337,0.0359,0.0303,,0.0999,,,,,,,,,,,,,,,,,,,,,,,,,,
481,15,1,West Fork Mojave River,WFM1,AA1416,EH0017,A,Cool/Dry,Cool,Dry,MM7-5,G,5,plain,6,7,N,,< 1,< 1,< 1,2.1,4.55,5.9,4.8,6.6,12.2,14.4,,TRUE,0,0,NA,1,1.8,2.6,3,TRUE,,turgid,,,,,,,,too small,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,very small; not harvested,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
463,16,7,Whitewater Canyon,WWC7,EH0030,EH0028,A,Cool/Dry,Cool,Dry,MM7-5,H,5,plain,6,7,N,,1.65,4.13,9.77,14.32,18.1,30.6,38.2,54.4,64.9,72.7,,TRUE,0,NA,1.6,7.2,9.6,19.9,28,TRUE,,turgid,,,,,,,,02-Jul,96,83,17.1,,0.3395,0.0433,,,,FALSE,07-Jul,0,7,,TRUE,0.8100,1.1200,0.1843,,2.1143,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1,11,Cottonwood Creek,370a,,,A,Cool/Dry,Cool,Dry,MM7-5,I,5,plain,6,7,N,,3.85,7.5,13.55,20.76,28.98,47.7,49.8,75.1,76.9,106.6,,TRUE,0,1.4,NA,6.8,12,21.4,29,TRUE,,turgid,,,,,,,,02-Jul,82,80,14.6,,0.2423,0.0283,,,,FALSE,07-Jul,0,0,,TRUE,1.3400,1.3400,0.4010,,3.081,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2,5,Cuyamaca Rancho,CUR5,AA1410,AA1413,A,Cool/Dry,Cool,Dry,MM7-5,J,5,plain,6,7,N,,1.36,3.07,8.73,13.44,16.81,29.5,35.7,53.5,75.6,74.4,,TRUE,0,NA,1.4,6.5,10.4,18.5,27.7,TRUE,,turgid,,,,,,,,02-Jul,89,92,17.8,,0.3972,0.0595,,,,FALSE,07-Jul,0,5,,TRUE,0.8100,1.0800,0.5993,,2.4893,,,,,,,,,,,,,,,,,,,,,,,,,,
531,3,3,Deep Creek,DPC3,AA1535,JP0786,A,Cool/Dry,Cool,Dry,MM7-5,K,5,plain,6,7,N,,< 1,1.3,4.93,9.68,15.27,21.5,22.7,29.3,53.2,55.2,,TRUE,0,1.5,NA,6.6,11.3,14.9,23.2,TRUE,,turgid,,,,,,,,02-Jul,49,45,11.4,,0.1839,0.0179,,,,FALSE,07-Jul,0,0,,TRUE,0.2505,0.3200,0.0953,,0.6658,,,,,,,,,,,,,,,,,,,,,,,,,,
551,4,5,Grade Road Palomar,GRP5,JP0993,JP0988,B,Cool/Dry,Cool,Dry,MM7-5,L,5,plain,6,7,N,,0.63,2.71,7.79,13.29,22.14,31.5,37,50.2,66,77.4,,TRUE,0.5,NA,2.8,5.8,10,16,23,TRUE,,turgid,,,,,,,,02-Jul,71,75,14,,0.2308,0.0351,,,,FALSE,07-Jul,0,2,,TRUE,0.6793,0.9900,0.3191,,1.9884,,,,,,,,,,,,,,,,,,,,,,,,,,
429,5,9,Hauser Creek,HAU9,AW1133,AW1128,A,Cool/Dry,Cool,Dry,MM7-5,M,5,plain,6,7,N,,1.01,3.05,5.89,9.18,14.26,19.9,21.2,32,46.1,42.5,,TRUE,0,0.6,NA,3.8,8.2,13.2,23.2,TRUE,,turgid,,,,,,,,07-Jul,68,63,11.9,,0.1207,0.0153,,,,FALSE,07-Jul,0,0,,TRUE,0.1003,0.5000,0.0855,,0.6858,,,,,,,,,,,,,,,,,,,,,,,,,,
493,6,1,Little Jameson,LIJ1,AA1378,AA1380,A,Cool/Dry,Cool,Dry,MM7-5,N,5,red,9,9,N,,< 1,< 1,1.97,4.78,6.47,8.8,11,19.5,29.6,37,,TRUE,0,NA,0,1.5,2.5,4.2,7.9,TRUE,,turgid,,,,,,,,02-Jul,29,18,8,,0.109,0.0061,,,,FALSE,07-Jul,0,0,,TRUE,0.1600,0.0907,0.0711,,0.3218,,,,,,,,,,,,,,,,,,,,,,,,,,
517,7,1,Middle Yuba,MYU1,JP0618,JP0619,A,Cool/Dry,Cool,Dry,MM7-5,A,6,plain,6,7,N,,5.44,8.06,14.95,18.23,33.97,38.8,30.9,57.6,68.1,74.8,,TRUE,0.8,1.1,NA,5.1,7.5,14,23.4,TRUE,,turgid,,,,,,,,02-Jul,23,21,6.4,,0.045,0.0043,,,,NA,NA,NA,NA,decapitated,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
439,8,7,Mill Creek,MIL7,EH0055,EH0059,A,Cool/Dry,Cool,Dry,MM7-5,B,6,plain,6,7,N,,3.63,5.38,10.9,13.13,21.55,28.3,32.3,47.9,56.4,64.4,,TRUE,0,NA,2.5,5.6,8.4,15.2,25.2,TRUE,,turgid,,,,,,,,02-Jul,62,72,13.1,,0.237,0.0176,,,,FALSE,06-Jul,0,4,,TRUE,0.3200,0.2800,0.1140,,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,
507,9,2,North Fork Middle Tule,NMT2,AA1517,EH0014,A,Cool/Dry,Cool,Dry,MM7-5,C,6,plain,6,7,N,,2.66,4.83,11.59,17.7,21.81,41.8,45.1,47,65.2,98.4,,TRUE,0,0.5,NA,2.5,3.5,7.4,14,TRUE,,turgid,,,,,,,,02-Jul,63,54,11.4,,0.1208,0.0129,,,,FALSE,06-Jul,0,0,slightly decap,CHECK,0.2500,0.5700,0.2000,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,
563,10,3,Paradise Creek,PRD3,AA1427,AA1428,B,Cool/Dry,Cool,Dry,MM7-5,D,6,plain,6,7,N,,0.94,1.89,5.2,9.35,14.66,18.4,24.5,30.8,42.5,64.6,,TRUE,0,NA,0.5,1.4,5.5,10,17,TRUE,,turgid,,,,,,,,02-Jul,38,46,9.6,,0.0621,0.0044,,,,FALSE,06-Jul,0,0,,TRUE,0.0467,0.0699,0.0200,,0.1366,,,,,,,,,,,,,,,,,,,,,,,,,,
575,11,3,Rainbow Pool,RBW3,AA0563,AA0565,C,Cool/Dry,Cool,Dry,MM7-5,E,6,plain,6,7,N,,3.42,4.92,9.04,15.46,20.83,37.8,36.5,51.3,70.3,81.6,,TRUE,0,1.1,NA,4.7,8.6,15.8,26.5,TRUE,,turgid,,,,,,,,02-Jul,90,81,18.3,,0.3344,0.052,,,,FALSE,06-Jul,0,3,,TRUE,1.1800,1.3900,0.4300,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
453,12,7,Redwood Creek,RWD7,EH0007,EH0006,B,Cool/Dry,Cool,Dry,MM7-5,F,6,plain,6,7,N,,< 1,1.31,4.09,8.32,14.19,19.1,25.8,41.5,58.6,63.4,,TRUE,0,NA,0.6,2.5,4.5,10.1,18.5,TRUE,,turgid,,,,,,,,02-Jul,74,57,15.2,,0.2065,0.0258,,,,FALSE,06-Jul,0,0,,TRUE,0.3300,0.3800,0.1300,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,
389,13,5,Rock Creek,006aN1,,,A,Cool/Dry,Cool,Dry,MM7-5,G,6,plain,6,7,N,,< 1,< 1,4.41,6.42,14.66,23.1,24.2,37,38.4,47.7,,TRUE,0,0.4,NA,3.4,6.4,10,17.4,TRUE,,turgid,,,,,,,,02-Jul,30,25,7.7,,0.0521,0.0047,,,,FALSE,07-Jul,0,0,,TRUE,0.0857,0.0692,0.0279,,0.1828,,,,,,,,,,,,,,,,,,,,,,,,,,
405,14,9,Wawona,190aC2,,,A,Cool/Dry,Cool,Dry,MM7-5,H,6,no germination,NA,NA,Y,,< 1,1.15,3.77,7.55,12.54,20.1,26.2,41.7,63.8,76.2,transplanted,FALSE,0,NA,0.5,2.6,5.6,12,22.5,FALSE,,turgid,,,,,,,,02-Jul,66,61,14.4,,0.2002,0.0253,,,,FALSE,06-Jul,0,0,most leaves wilted,TRUE,0.1200,0.3200,0.1800,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,
483,15,3,West Fork Mojave River,WFM3,EH0017,EH0019,A,Cool/Dry,Cool,Dry,MM7-5,I,6,plain,6,7,N,,1.55,3.22,7.71,12.84,17.84,33.3,32.2,48,51.8,64,,TRUE,0,1.6,NA,5.6,10.3,18,25.7,TRUE,,turgid,,,,,,,,02-Jul,76,69,11.5,,0.1277,0.0124,,,,FALSE,07-Jul,0,0,,TRUE,0.2600,0.3800,0.1428,,0.7828,,,,,,,,,,,,,,,,,,,,,,,,,,
461,16,5,Whitewater Canyon,WWC5,EH0029,EH0028,A,Cool/Dry,Cool,Dry,MM7-5,J,6,plain,6,7,N,,2.68,6.24,11.05,14.01,22.74,29.6,31.1,43.5,52,72.9,,TRUE,0,NA,1.9,5.5,9.8,16,28.2,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,2,0,,TRUE,0.3423,1.1300,0.2018,,1.6741,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1,6,Cottonwood Creek,355a,,,A,Cool/Dry,Cool,Dry,MM7-5,K,6,green,8,8,N,,4.43,8.56,16.72,26.04,34.3,55.2,56.2,76.9,77.4,76.3,,TRUE,1.9,4.2,NA,12,16,22.5,30.4,TRUE,,turgid,,,,,,,,02-Jul,76,61,13,,0.257,0.05,,,,FALSE,07-Jul,0,5,,TRUE,1.3500,1.7500,0.5556,,3.6556,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2,3,Cuyamaca Rancho,CUR3,AA1406,AA1404,A,Cool/Dry,Cool,Dry,MM7-5,L,6,plain,6,7,N,,2.35,4.37,9.31,15.44,19.63,35.4,41.9,60.5,83.6,81.9,,TRUE,0,NA,2.7,5.4,10,16,24.2,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,4,,TRUE,0.5700,2.0600,0.4913,,3.1213,,,,,,,,,,,,,,,,,,,,,,,,,,
529,3,1,Deep Creek,DPC1,AA1535,JP0779,A,Cool/Dry,Cool,Dry,MM7-5,M,6,red,9,9,N,,2.02,5.79,13.55,23.03,30.16,45.8,47.1,71.8,96,100.2,,TRUE,0,1.7,NA,6.7,9.1,15.7,22.6,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,4,most leaves wilted,TRUE,0.9900,1.0000,0.4891,,2.4791,,,,,,,,,,,,,,,,,,,,,,,,,,
427,5,7,Hauser Creek,HAU7,AW1129,AW1133,A,Cool/Dry,Cool,Dry,MM7-5,A,7,blue,11,11,N,,1.75,2.99,6.33,9.22,10.57,18.2,20.7,26.9,38.3,41.5,,TRUE,0,NA,0.5,1,1.7,3,7.5,TRUE,,turgid,,,,,,,,02-Jul,60,43,15.5,,0.1413,0.0118,,,,FALSE,06-Jul,0,0,,TRUE,0.1104,0.1400,0.0500,,0.3004,,,,,,,,,,,,,,,,,,,,,,,,,,
497,6,5,Little Jameson,LIJ5,AA1380,AA1383,A,Cool/Dry,Cool,Dry,MM7-5,B,7,blue,11,11,N,,2.78,5.03,8.76,13.49,20.28,29.6,32.1,45.5,56.2,70,,TRUE,0,1.1,NA,3.3,5.5,9.2,17.7,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,06-Jul,0,1,,TRUE,0.5400,0.8100,0.2620,,1.612,,,,,,,,,,,,,,,,,,,,,,,,,,
437,8,5,Mill Creek,MIL5,EH0054,AA1502,A,Cool/Dry,Cool,Dry,MM7-5,D,7,plain,6,7,N,,2.32,4.85,9.24,14.78,20.9,35.9,39.7,51.7,64.4,70.6,,TRUE,0,NA,1.1,2.9,5.2,6.5,17.5,TRUE,,turgid,,,,,,,,02-Jul,24,25,5.5,,0.0673,0.0036,,,,NA,NA,NA,NA,decapitated,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
509,9,4,North Fork Middle Tule,NMT4,AA1519,EH0014,A,Cool/Dry,Cool,Dry,MM7-5,E,7,plain,6,7,N,,1.75,4.21,7.91,14.05,18.55,28.5,35.6,37.7,55.6,78.8,,TRUE,0,0.5,NA,2.5,3.7,NA,6.4,TRUE,,turgid,,,,,,,,02-Jul,26,22,4.9,,0.0361,0.0015,,,,NA,NA,NA,NA,decapitated,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
561,10,7,Paradise Creek,PRD7,EH0011,AA1431,B,Cool/Dry,Cool,Dry,MM7-5,F,7,green,8,8,N,,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,died; sand fell through,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,sunk,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
573,11,1,Rainbow Pool,RBW1,AA0656,AA0563,C,Cool/Dry,Cool,Dry,MM7-5,G,7,green,8,8,N,,2.58,5.08,11.92,17.16,22.95,39.2,38,55,75.7,88.4,,TRUE,0,1.3,NA,2.5,7.2,15,24.1,TRUE,,turgid,,,,,,,,02-Jul,62,54,16.9,,0.2464,0.0407,,,,FALSE,06-Jul,0,2,,TRUE,0.8100,1.2200,0.4600,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,
449,12,4,Redwood Creek,RWD4,EH0006,EH0007,A,Cool/Dry,Cool,Dry,MM7-5,H,7,plain,6,7,N,,0.81,3.14,7.56,15.25,22.13,29.9,37.2,42,57.6,86.5,,TRUE,0,NA,1.1,2.6,5.5,11,21.6,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,06-Jul,0,0,most leaves wilted,TRUE,0.1800,0.9700,0.3300,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,
391,13,7,Rock Creek,009aN1,,,A,Cool/Dry,Cool,Dry,MM7-5,I,7,red,9,9,N,,< 1,2.21,9.04,17.12,27.41,34.9,46.4,50.7,67.1,68,,TRUE,0,1.2,NA,4.4,7.8,14,23.1,TRUE,,turgid,,,,,,,,02-Jul,38,39,8.4,,0.0635,0.0058,,,,FALSE,06-Jul,1,7,mostly wilted,TRUE,0.4085,0.7200,0.2026,,1.3311,,,,,,,,,,,,,,,,,,,,,,,,,,
403,14,7,Wawona,188aC2,,,A,Cool/Dry,Cool,Dry,MM7-5,J,7,plain,6,7,N,,1.78,4.39,9.5,12.31,22.19,30.9,34,45,52.6,60,,TRUE,0,NA,0.8,2.5,4.6,9,16.8,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,06-Jul,0,0,mostly wilted,TRUE,0.2300,0.3400,0.2184,,0.7884,,,,,,,,,,,,,,,,,,,,,,,,,,
487,15,7,West Fork Mojave River,WFM7,EH0020,EH0024,A,Cool/Dry,Cool,Dry,MM7-5,K,7,plain,6,7,N,,4.38,6.86,13.83,20.52,28.14,39.4,44.8,58.6,60.3,61.4,,TRUE,0,1,NA,4.2,7.9,13.5,21.4,TRUE,,turgid,,,,,,,,02-Jul,56,54,10.5,,0.1349,0.019,,,,FALSE,06-Jul,4,6,,TRUE,1.0000,1.6200,0.4200,,3.04,,,,,,,,-,4.85,37.6,13.53,25.04,,,,,,,,,,,,,,
545,4,5,Grade Road Palomar,GRP5,JP0993,JP0988,A,Cool/Dry,Cool,Dry,MM7-5,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
527,7,5,Middle Yuba,MYU5,JP0623,JP0621,B,Cool/Dry,Cool,Dry,MM7-5,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
457,16,1,Whitewater Canyon,WWC1,AA1488,EH0029,A,Cool/Dry,Cool,Dry,MM7-5,L,7,plain,6,7,N,,1.22,3.28,7.88,12.45,14.64,22.8,25.8,34.2,37.3,50.8,,TRUE,0,NA,1,2.9,5.2,9,16.7,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,06-Jul,0,4,,TRUE,0.4963,0.7300,0.2146,,1.4409,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2,12,Sweetwater River,CUR12,AW1114,AW1113,A,Cool/Dry,Cool,Dry,MM7-6,A,1,plain,6,7,N,,0.71,1.8,3.84,6.18,9.27,13.5,15.2,17,29.1,41,,TRUE,0,0.6,NA,1.5,1.6,2.5,5.9,TRUE,,turgid,,,,,,,,14-Jul,116,149,23.41,,0.505,0.0884,,,,FALSE,14-Jul,0,10,,TRUE,1.1500,1.3300,0.5604,,3.0404,,,,,,,,,,,,,,,,,,,,,,,,,,
530,3,2,Deep Creek,DPC2,AA1535,JP0782,A,Cool/Dry,Cool,Dry,MM7-6,B,1,plain,6,7,N,,< 1,0.66,3.11,5.69,9.05,11.3,12.9,21.9,27.8,40,,TRUE,0,NA,0,0.9,1.5,6.4,11.5,TRUE,,turgid,,,,,,,,14-Jul,90,91,21.12,,0.499,0.1153,,,,FALSE,14-Jul,0,5,,TRUE,0.8200,0.5500,0.3445,,1.7145,,,,,,,,,,,,,,,,,,,,,,,,,,
552,4,6,Grade Road Palomar,GRP6,JP0995,JP0996,B,Cool/Dry,Cool,Dry,MM7-6,C,1,yellow,10,10,N,,1.6,3.1,9.92,17.07,23.42,30.3,35.3,47.1,58,83.5,,TRUE,0.5,1.1,NA,5,8.1,15.2,24.9,TRUE,,turgid,,,,,,,,14-Jul,178,169,22.44,,0.511,0.0852,,,,FALSE,14-Jul,4,8,,TRUE,1.2800,2.2000,0.7948,,4.2748,,,,,,,,-,0,44.9,11.22,32.17,,,,,,,,,,,,,,
430,5,10,Hauser Creek,HAU10,AW1134,AW1132,A,Cool/Dry,Cool,Dry,MM7-6,D,1,plain,6,7,N,,0.47,2.49,5.55,8.87,12.76,16.2,18.2,30.1,66.8,41.4,damaged,FALSE,0,NA,0.6,2.3,5.2,9,14.8,FALSE,,turgid,,,,,,,,14-Jul,43,66,16.02,,0.281,0.052,,,,NA,14-Jul,0,0,,TRUE,0.3400,0.3500,0.1630,,0.853,,,,,,,,,,,,,,,,,,,,,,,,,,
500,6,8,Little Jameson,LIJ8,AA1383,BE0008,A,Cool/Dry,Cool,Dry,MM7-6,E,1,red,9,9,N,,0.96,3,7.44,11.85,17.4,24.8,28.9,32.9,45.4,45.3,,TRUE,0,0.5,NA,2.4,5,9.1,15.9,TRUE,,turgid,,,,,,,,14-Jul,66,79,14.83,,0.168,0.0422,,,,FALSE,14-Jul,0,0,,TRUE,0.7000,0.7400,0.4444,,1.8844,,,,,,,,,,,,,,,,,,,,,,,,,,
528,7,6,Middle Yuba,MYU6,JP0624,JP0618,B,Cool/Dry,Cool,Dry,MM7-6,F,1,blue,11,11,N,,< 1,0.59,5.03,6.96,12.33,17.2,24.8,30.8,31.7,37.9,,TRUE,0,NA,0.5,1.2,3.3,6.6,8.5,TRUE,,turgid,,,,,,,,14-Jul,36,38,8.46,,0.082,0.0075,,,,FALSE,14-Jul,0,0,,TRUE,0.0490,0.0351,0.0491,,0.1332,,,,,,,,,,,,,,,,,,,,,,,,,,
